Zone,StationName,Year,Month,Day,AirTemperature,Lat,Long
1,6,2015,1,19,46.48748083801738,47.66127,-122.301926
1,6,2015,1,20,45.012272123305884,47.66127,-122.301926
1,6,2015,1,21,40.70732732732737,47.66127,-122.301926
1,6,2015,1,22,46.00229773462786,47.66127,-122.301926
1,6,2015,1,23,51.256889610389756,47.66127,-122.301926
1,6,2015,1,24,56.02782857142858,47.66127,-122.301926
1,6,2015,1,25,54.28764412811394,47.66127,-122.301926
1,6,2015,1,26,53.0996197183099,47.66127,-122.301926
1,6,2015,1,27,50.167096345514935,47.66127,-122.301926
1,6,2015,1,28,45.88638219606409,47.66127,-122.301926
1,6,2015,1,29,44.42299398625429,47.66127,-122.301926
1,6,2015,1,30,41.29572903225805,47.66127,-122.301926
1,6,2015,1,31,41.628112676056354,47.66127,-122.301926
1,6,2015,2,1,45.74253003533576,47.66127,-122.301926
1,6,2015,2,2,48.245350649350705,47.66127,-122.301926
1,6,2015,2,3,47.662475961538526,47.66127,-122.301926
1,6,2015,2,4,46.28893483146072,47.66127,-122.301926
1,6,2015,2,5,52.24685276073623,47.66127,-122.301926
1,6,2015,2,6,54.37974193548377,47.66127,-122.301926
1,6,2015,2,7,52.00874576271177,47.66127,-122.301926
1,6,2015,2,8,53.68879298245619,47.66127,-122.301926
1,6,2015,2,9,52.14542249240117,47.66127,-122.301926
1,6,2015,2,10,52.30782539682529,47.66127,-122.301926
1,6,2015,2,11,48.8916789297659,47.66127,-122.301926
1,6,2015,2,12,54.65992405063288,47.66127,-122.301926
1,6,2015,2,13,53.50240397350985,47.66127,-122.301926
1,6,2015,2,14,51.7322439024391,47.66127,-122.301926
1,6,2015,2,15,47.07075177304962,47.66127,-122.301926
1,6,2015,2,16,49.40200684931497,47.66127,-122.301926
1,6,2015,2,17,53.409785888077806,47.66127,-122.301926
1,6,2015,2,18,49.784492997198875,47.66127,-122.301926
1,6,2015,2,19,49.316376106194696,47.66127,-122.301926
1,6,2015,2,20,49.73064864864859,47.66127,-122.301926
1,6,2015,2,21,47.715527027027086,47.66127,-122.301926
1,6,2015,2,22,44.584111888111835,47.66127,-122.301926
1,6,2015,2,23,45.67103975535176,47.66127,-122.301926
1,6,2015,2,24,45.95268834688345,47.66127,-122.301926
1,6,2015,2,25,47.16156825396838,47.66127,-122.301926
1,6,2015,2,26,50.159539313399506,47.66127,-122.301926
1,6,2015,2,27,48.494491909385125,47.66127,-122.301926
1,6,2015,2,28,48.20566777408635,47.66127,-122.301926
1,6,2015,3,1,44.71148571428569,47.66127,-122.301926
1,6,2015,3,2,47.349884393063604,47.66127,-122.301926
1,6,2015,3,3,44.10438571428564,47.66127,-122.301926
1,6,2015,3,4,42.94981250000001,47.66127,-122.301926
1,6,2015,3,5,47.50797611940296,47.66127,-122.301926
1,6,2015,3,6,49.31643614568908,47.66127,-122.301926
1,6,2015,3,7,49.95229796839717,47.66127,-122.301926
1,6,2015,3,8,52.746886608015814,47.66127,-122.301926
1,6,2015,3,9,50.06858736059487,47.66127,-122.301926
1,6,2015,3,10,50.39779291553125,47.66127,-122.301926
1,6,2015,3,11,54.37417098445577,47.66127,-122.301926
1,6,2015,3,12,59.47288862179483,47.66127,-122.301926
1,6,2015,3,13,57.46178978978983,47.66127,-122.301926
1,6,2015,3,14,54.7610920245398,47.66127,-122.301926
1,6,2015,3,15,47.79761080332411,47.66127,-122.301926
1,6,2015,3,16,50.6121009463722,47.66127,-122.301926
1,6,2015,3,17,49.62804664723021,47.66127,-122.301926
1,6,2015,3,18,53.20683473389351,47.66127,-122.301926
1,6,2015,3,19,53.29768313458251,47.66127,-122.301926
1,6,2015,3,20,53.15505066666674,47.66127,-122.301926
1,6,2015,3,21,53.75249134948086,47.66127,-122.301926
1,6,2015,3,22,48.388395759717355,47.66127,-122.301926
1,6,2015,3,23,47.41139766081884,47.66127,-122.301926
1,6,2015,3,24,48.26814749262545,47.66127,-122.301926
1,6,2015,3,25,53.1571807780321,47.66127,-122.301926
1,6,2015,3,26,59.35789154013009,47.66127,-122.301926
1,6,2015,3,27,57.04769753086422,47.66127,-122.301926
1,6,2015,3,28,54.65521501706483,47.66127,-122.301926
1,6,2015,3,29,55.28602675585275,47.66127,-122.301926
1,6,2015,3,30,58.672987531172076,47.66127,-122.301926
1,6,2015,3,31,48.541948553054695,47.66127,-122.301926
1,6,2015,4,1,48.5337272727273,47.66127,-122.301926
1,6,2015,4,2,48.997718849840254,47.66127,-122.301926
1,6,2015,4,3,47.47187755102039,47.66127,-122.301926
1,6,2015,4,4,48.086950704225416,47.66127,-122.301926
1,6,2015,4,5,50.351717472118956,47.66127,-122.301926
1,6,2015,4,6,50.310275862068984,47.66127,-122.301926
1,6,2015,4,7,50.55098518518522,47.66127,-122.301926
1,6,2015,4,8,54.75099404761912,47.66127,-122.301926
1,6,2015,4,9,55.6604384384384,47.66127,-122.301926
1,6,2015,4,10,51.7533951890035,47.66127,-122.301926
1,6,2015,4,11,48.3098028169015,47.66127,-122.301926
1,6,2015,4,12,49.887249814677624,47.66127,-122.301926
1,6,2015,4,13,47.01458988764053,47.66127,-122.301926
1,6,2015,4,14,44.711647840531505,47.66127,-122.301926
1,6,2015,4,15,48.89263513513512,47.66127,-122.301926
1,6,2015,4,16,53.40953962264147,47.66127,-122.301926
1,6,2015,4,17,55.700741496598624,47.66127,-122.301926
1,6,2015,4,18,57.34710791366913,47.66127,-122.301926
1,6,2015,4,19,58.3557451737452,47.66127,-122.301926
1,6,2015,4,20,62.19285714285714,47.66127,-122.301926
1,6,2015,4,21,54.24865551839469,47.66127,-122.301926
1,6,2015,4,22,50.307706070287544,47.66127,-122.301926
1,6,2015,4,23,48.762270627062655,47.66127,-122.301926
1,6,2015,4,24,48.82434285714287,47.66127,-122.301926
1,6,2015,4,25,49.735838596491234,47.66127,-122.301926
1,6,2015,4,26,51.48478911564629,47.66127,-122.301926
1,6,2015,4,27,64.34516568047317,47.66127,-122.301926
1,6,2015,4,28,55.60033918128662,47.66127,-122.301926
1,6,2015,4,29,53.75786759581882,47.66127,-122.301926
1,6,2015,4,30,55.30541666666673,47.66127,-122.301926
1,6,2015,5,1,57.59718518518521,47.66127,-122.301926
1,6,2015,5,2,56.68999293286217,47.66127,-122.301926
1,6,2015,5,3,58.36177551020412,47.66127,-122.301926
1,6,2015,5,4,55.56779434447302,47.66127,-122.301926
1,6,2015,5,5,50.50902786377704,47.66127,-122.301926
1,6,2015,5,6,52.48906410256409,47.66127,-122.301926
1,6,2015,5,7,57.43281345565746,47.66127,-122.301926
1,6,2015,5,8,61.41310769230765,47.66127,-122.301926
1,6,2015,5,9,63.98517263843658,47.66127,-122.301926
1,6,2015,5,10,61.40887804878045,47.66127,-122.301926
1,6,2015,5,11,55.71912999999986,47.66127,-122.301926
1,6,2015,5,12,56.03994384449255,47.66127,-122.301926
1,6,2015,5,13,53.06978107606706,47.66127,-122.301926
1,6,2015,5,14,56.441823613086534,47.66127,-122.301926
1,6,2015,5,15,56.599563706563714,47.66127,-122.301926
1,6,2015,5,16,57.51564171123,47.66127,-122.301926
1,6,2015,5,17,58.753200998751936,47.66127,-122.301926
1,6,2015,5,18,59.22343317972387,47.66127,-122.301926
1,6,2015,5,19,62.7494790919952,47.66127,-122.301926
1,6,2015,5,20,60.88161302681981,47.66127,-122.301926
1,6,2015,5,21,69.23216648291067,47.66127,-122.301926
1,6,2015,5,22,58.54384370015937,47.66127,-122.301926
1,6,2015,5,23,57.96421083978555,47.66127,-122.301926
1,6,2015,5,24,58.504166153846064,47.66127,-122.301926
1,6,2015,5,25,57.43609201480695,47.66127,-122.301926
1,6,2015,5,26,61.82511278195493,47.66127,-122.301926
1,6,2015,5,27,65.89245132743363,47.66127,-122.301926
1,6,2015,5,28,69.54083975659236,47.66127,-122.301926
1,6,2015,5,29,68.88045128205144,47.66127,-122.301926
1,6,2015,5,30,61.54685454545453,47.66127,-122.301926
1,6,2015,5,31,65.06012620192313,47.66127,-122.301926
1,6,2015,6,1,60.28217741935485,47.66127,-122.301926
1,6,2015,6,2,60.17366459627325,47.66127,-122.301926
1,6,2015,6,3,59.65053866871864,47.66127,-122.301926
1,6,2015,6,4,63.359689277899236,47.66127,-122.301926
1,6,2015,6,5,69.16236705882353,47.66127,-122.301926
1,6,2015,6,6,71.02433757961782,47.66127,-122.301926
1,6,2015,6,7,74.03303614457816,47.66127,-122.301926
1,6,2015,6,8,76.60674263066633,47.66127,-122.301926
1,6,2015,6,9,68.44622207682949,47.66127,-122.301926
1,6,2015,6,16,64.78551476456516,47.66127,-122.301926
1,6,2015,6,17,64.9746384180791,47.66127,-122.301926
1,6,2015,6,18,66.68973796791455,47.66127,-122.301926
1,6,2015,6,19,64.2348329048843,47.66127,-122.301926
