index,record_number,month,quality_code,rainfall_in,site,time,wateryear
18112493,12367466,Nov,0.0,0.0,RG03,11/29/2012 10:25:00 PM,2013
17674972,67851468,Oct,0.0,0.0,RG18,10/03/2011 06:20:00 PM,2012
19300169,59449947,Mar,0.0,0.0,RG16,03/18/2013 07:25:00 PM,2013
16491802,16604694,Jul,0.0,0.0,RG04,07/13/2012 12:50:00 PM,2012
8705594,63128363,Jul,0.0,0.0,RG17,07/09/2007 02:10:00 AM,2007
25949140,64155781,Apr,7.0,0.0,RG17,04/14/2017 12:20:00 PM,2017
23556734,12765371,Sep,0.0,0.0,RG03,09/11/2016 01:10:00 PM,2016
20364020,29626093,May,0.0,0.0,RG08,05/01/2014 05:40:00 PM,2014
3958643,15850447,May,0.0,0.0,RG04,05/12/2005 02:55:00 PM,2005
8928388,71695667,Aug,0.0,0.0,RG20_25,08/21/2007 04:20:00 PM,2007
25247622,17074754,Dec,7.0,0.0,RG04,12/31/2016 04:30:00 PM,2017
19650286,72316829,Jul,0.0,0.0,RG20_25,07/17/2013 11:50:00 AM,2013
8141950,41703444,Feb,0.0,0.0,RG11,02/26/2007 11:50:00 PM,2007
21238560,63878673,Aug,0.0,0.0,RG17,08/26/2014 08:00:00 AM,2014
18508836,25280574,Sep,0.0,0.0,RG07,09/07/2013 03:00:00 AM,2013
13311343,33477959,Apr,0.0,0.0,RG09,04/15/2010 06:35:00 AM,2010
7435324,11791033,Jun,0.0,0.0,RG03,06/08/2007 10:20:00 AM,2007
15448878,46450339,Aug,0.0,0.0,RG12,08/15/2011 06:30:00 AM,2011
4914344,54356443,Jun,0.0,0.0,RG15,06/15/2005 12:40:00 AM,2005
22510358,42607276,Sep,0.0,0.0,RG11,10/01/2015 07:10:00 AM,2015
3916609,15808413,Dec,0.0,0.0,RG04,12/17/2004 04:05:00 PM,2005
22457920,42554838,Apr,0.0,0.0,RG11,04/02/2015 05:20:00 AM,2015
601058,24205820,Jun,0.0,0.0,RG07,06/20/2003 08:10:00 AM,2003
19038554,46671567,Sep,0.0,0.0,RG12,09/21/2013 10:10:00 AM,2013
4600714,41526048,Jun,0.0,0.0,RG11,06/21/2005 12:50:00 AM,2005
11994251,54704062,Oct,0.0,0.01,RG15,10/04/2008 12:55:00 AM,2009
10140625,50361541,Feb,0.0,0.0,RG14,02/20/2008 08:05:00 PM,2008
4565090,41490424,Feb,0.0,0.0,RG11,02/17/2005 08:10:00 AM,2005
17657068,63661597,Aug,0.0,0.0,RG17,08/02/2012 02:20:00 PM,2012
6235810,37306969,Jan,0.0,0.01,RG10_30,01/09/2006 10:50:00 AM,2006
18486877,25258615,Jun,0.0,0.0,RG07,06/22/2013 09:05:00 PM,2013
21558373,4104996,Sep,0.0,0.0,RG01,09/10/2015 07:05:00 PM,2015
13393476,37732347,Jan,0.0,0.0,RG10_30,01/25/2010 11:00:00 AM,2010
16872991,33673751,Feb,0.0,0.0,RG09,02/24/2012 02:35:00 AM,2012
13171268,29165629,Dec,0.0,0.0,RG08,12/14/2009 09:40:00 PM,2010
771210,32720482,Jan,0.0,0.0,RG09,02/01/2003 03:30:00 AM,2003
1109207,45575244,Apr,0.0,0.0,RG12,04/20/2003 05:55:00 PM,2003
14099617,67644273,Oct,0.0,0.0,RG18,10/14/2009 08:05:00 AM,2010
17655217,63659746,Jul,0.0,0.0,RG17,07/27/2012 04:05:00 AM,2012
10091633,46140582,Sep,0.0,0.0,RG12,09/03/2008 05:25:00 PM,2008
14357244,3636155,Mar,0.0,0.0,RG01,03/27/2011 09:00:00 PM,2011
4148657,24384971,Mar,0.0,0.0,RG07,03/03/2005 09:25:00 AM,2005
10442528,63179345,Jan,0.0,0.0,RG17,01/02/2008 02:40:00 AM,2008
20890499,51013847,May,0.0,0.0,RG14,05/04/2014 06:55:00 PM,2014
10771283,3414034,Feb,0.0,0.0,RG01,02/14/2009 02:55:00 PM,2009
9047776,7549022,Oct,0.0,0.0,RG02,10/09/2007 05:20:00 AM,2008
4342481,32923305,Jan,0.0,0.0,RG09,01/05/2005 09:25:00 AM,2005
2158548,15736016,Apr,0.0,0.0,RG04,04/10/2004 07:00:00 AM,2004
23603231,16983835,Feb,0.0,0.0,RG04,02/19/2016 11:55:00 PM,2016
13369852,37708723,Nov,0.0,0.0,RG10_30,11/04/2009 10:20:00 AM,2010
5157208,67116072,Oct,0.0,0.0,RG18,10/06/2004 07:20:00 AM,2005
4651206,45748795,Dec,0.0,0.0,RG12,12/13/2004 08:30:00 AM,2005
7244877,3256076,Aug,0.0,0.0,RG01,08/16/2007 03:45:00 AM,2007
6967833,67244777,Dec,0.0,0.0,RG18,12/27/2005 04:45:00 AM,2006
14042159,63414560,Mar,0.0,0.0,RG17,03/28/2010 07:55:00 PM,2010
25858652,59848974,Jan,124.0,0.0,RG16,01/02/2017 07:40:00 AM,2017
18561691,29505684,Mar,0.0,0.0,RG08,03/09/2013 03:35:00 PM,2013
2932319,45713556,Aug,0.0,0.0,RG12,08/12/2004 11:55:00 PM,2004
18937878,46570891,Oct,0.0,0.0,RG12,10/06/2012 08:30:00 PM,2013
7534053,16062017,May,0.0,0.0,RG04,05/17/2007 05:45:00 AM,2007
25196718,12807530,Feb,7.0,0.01,RG03,02/04/2017 10:25:00 PM,2017
17785754,72134217,Oct,0.0,0.0,RG20_25,10/22/2011 10:10:00 AM,2012
15442777,46444238,Jul,0.0,0.0,RG12,07/25/2011 02:05:00 AM,2011
5128145,62914754,Jun,0.0,0.0,RG17,06/27/2005 09:25:00 AM,2005
12791608,12096949,May,0.0,0.0,RG03,05/05/2010 03:20:00 PM,2010
1528859,62683916,Apr,0.0,0.0,RG17,04/17/2003 08:55:00 PM,2003
22629170,51070598,Nov,0.0,0.0,RG14,11/17/2014 08:10:00 PM,2015
13820721,54848612,Feb,0.0,0.0,RG15,02/17/2010 10:45:00 PM,2010
13909915,59110061,Dec,0.0,0.0,RG16,12/24/2009 03:35:00 PM,2010
12556804,3517635,Feb,0.0,0.0,RG01,02/09/2010 08:20:00 AM,2010
8590396,58840910,Jun,0.0,0.0,RG16,06/04/2007 02:20:00 AM,2007
3629906,3004945,Mar,0.0,0.0,RG01,03/27/2005 04:10:00 AM,2005
396365,15656617,Jul,0.0,0.0,RG04,07/09/2003 02:25:00 PM,2003
13248541,29242902,Sep,0.0,0.0,RG08,09/09/2010 05:05:00 AM,2010
3398752,67039824,Jan,0.0,0.0,RG18,01/15/2004 01:20:00 PM,2004
8496126,54574385,Jul,0.0,0.0,RG15,07/11/2007 06:30:00 PM,2007
6077295,28803944,Jul,0.0,0.0,RG08,07/08/2006 01:15:00 AM,2006
7300189,7483643,Feb,0.0,0.0,RG02,02/24/2007 05:05:00 AM,2007
16026805,72061796,Feb,0.0,0.01,RG20_25,02/12/2011 11:05:00 PM,2011
12154851,59036917,Apr,0.0,0.0,RG16,04/14/2009 04:15:00 PM,2009
19047062,50852330,Oct,0.0,0.0,RG14,10/20/2012 11:10:00 PM,2013
2272312,20021747,May,0.0,0.0,RG05,05/09/2004 07:20:00 AM,2004
3206277,58503415,Mar,0.0,0.0,RG16,03/19/2004 05:45:00 AM,2004
8588631,58839145,May,0.0,0.0,RG16,05/28/2007 11:15:00 PM,2007
20059177,16804485,Jun,0.0,0.0,RG04,06/07/2014 06:05:00 AM,2014
25689538,47030903,Feb,7.0,0.0,RG12,02/20/2017 02:50:00 AM,2017
20353962,29616035,Mar,0.0,0.0,RG08,03/27/2014 07:30:00 PM,2014
22109458,29689611,Dec,0.0,0.0,RG08,12/08/2014 06:50:00 AM,2015
406871,15667123,Aug,0.0,0.0,RG04,08/15/2003 01:55:00 AM,2003
16843431,33644191,Nov,0.0,0.0,RG09,11/13/2011 11:15:00 AM,2012
22002253,25410151,Nov,0.0,0.0,RG07,12/01/2014 01:05:00 AM,2015
23979222,29875727,Sep,0.0,0.0,RG08,09/14/2016 12:30:00 PM,2016
14460752,7911918,Mar,0.0,0.0,RG02,03/22/2011 06:40:00 AM,2011
20869019,50992367,Feb,0.0,0.0,RG14,02/19/2014 04:55:00 AM,2014
18309966,20909449,Oct,0.0,0.0,RG05,10/16/2012 02:30:00 PM,2013
2133125,15710593,Jan,0.0,0.0,RG04,01/13/2004 12:25:00 AM,2004
24661733,59762007,Mar,0.0,0.0,RG16,03/06/2016 08:25:00 AM,2016
22372037,38296700,Jun,0.0,0.0,RG10_30,06/08/2015 12:25:00 AM,2015
20717015,42495853,Sep,0.0,0.0,RG11,09/09/2014 09:55:00 AM,2014
15258545,42087751,Oct,0.0,0.0,RG11,10/23/2010 09:25:00 AM,2011
21641966,8360844,Jun,0.0,0.0,RG02,06/28/2015 01:10:00 AM,2015
13471894,41983020,Oct,0.0,0.0,RG11,10/24/2009 05:50:00 PM,2010
7864232,28908961,Jul,0.0,0.0,RG08,07/07/2007 04:40:00 PM,2007
2357362,24278764,Feb,0.0,0.0,RG07,02/28/2004 02:50:00 PM,2004
18136162,12391135,Feb,0.0,0.0,RG03,02/20/2013 02:50:00 AM,2013
17537830,59370392,Jun,0.0,0.0,RG16,06/15/2012 01:50:00 PM,2012
13022733,20672584,Jul,0.0,0.0,RG05,07/17/2010 03:45:00 AM,2010
2840470,41449740,Sep,0.0,0.0,RG11,09/29/2004 01:50:00 AM,2004
