index,StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
8571693,NE45StViaduct,"(47.66127, -122.301929)",08/26/2015 03:48:00 PM,1473163,96.6,82.8
22197415,JoseRizalBridgeNorth,"(47.59653, -122.317301)",06/01/2017 04:38:00 PM,2240860,91.8,69.36
7318448,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",06/19/2015 12:01:00 PM,208556,71.66,71.66
24687038,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",07/18/2017 08:01:00 PM,1408663,88.9,72.26
12245329,JoseRizalBridgeNorth,"(47.59653, -122.317301)",02/01/2016 08:16:00 AM,1540578,38.9,39.46
6616353,SpokaneSwingBridge,"(47.571389, -122.351743)",05/16/2015 03:47:00 PM,1217778,72.84,64.05
21677456,AuroraBridge,"(47.643174, -122.347278)",05/25/2017 11:47:00 AM,2306703,74.66,62.3
2539773,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",08/16/2014 08:13:00 PM,911991,80.2,80.2
12972814,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",02/10/2016 04:07:00 PM,655278,55.26,51.55
14471979,AlbroPlaceAirportWay,"(47.547426, -122.314114)",02/28/2016 07:10:00 AM,967204,48.62,48.48
12305537,AlbroPlaceAirportWay,"(47.547426, -122.314114)",02/02/2016 08:36:00 AM,929850,38.12,37.61
1250290,NE45StViaduct,"(47.66127, -122.301929)",04/17/2014 06:31:00 PM,759085,54.41,51.19
7910985,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",07/23/2015 02:24:00 AM,363515,65.93,70.22
24762312,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",07/22/2017 01:33:00 PM,1414035,99.7,76.67
6827243,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",05/22/2015 03:52:00 PM,168467,67.32,67.32
21345014,JoseRizalBridgeNorth,"(47.59653, -122.317301)",05/10/2017 03:27:00 PM,2209109,97.7,72.4
25296420,AlbroPlaceAirportWay,"(47.547426, -122.314114)",08/03/2017 12:39:00 PM,1719147,-459.7,82.0
13528980,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",02/10/2016 08:00:00 PM,654163,51.5,51.53
24869730,SpokaneSwingBridge,"(47.571389, -122.351743)",07/26/2017 09:32:00 AM,2372283,77.39,71.39
7437706,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",06/28/2015 05:31:00 AM,1366076,76.55,76.55
20981371,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",04/19/2017 04:00:00 PM,1278823,60.57,55.47
31433213,NE45StViaduct,"(47.66127, -122.301929)",04/11/2018 01:57:00 AM,2853257,55.62,49.38
17674283,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",09/04/2016 08:41:00 AM,846276,66.69,66.69
3279766,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",10/20/2014 11:14:00 PM,1005698,57.52,57.52
30550870,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",03/24/2018 08:06:00 AM,2806229,40.68,40.68
4176187,AlbroPlaceAirportWay,"(47.547426, -122.314114)",12/27/2014 02:56:00 AM,350633,41.54,40.88
9311983,AuroraBridge,"(47.643174, -122.347278)",10/06/2015 05:16:00 PM,1531037,64.92,63.39
16976353,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",07/24/2016 08:17:00 PM,1931441,80.5,80.5
18214343,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",10/14/2016 09:31:00 PM,904646,54.49,54.49
1568833,SpokaneSwingBridge,"(47.571389, -122.351743)",05/22/2014 08:53:00 AM,700404,69.29,68.44
3710786,NE45StViaduct,"(47.66127, -122.301929)",11/24/2014 05:03:00 PM,1077298,46.23,49.16
18157482,JoseRizalBridgeNorth,"(47.59653, -122.317301)",10/10/2016 08:15:00 PM,1904117,56.39,52.59
29512389,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",01/29/2018 03:24:00 PM,1689246,50.62,49.7
6615820,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",05/16/2015 03:44:00 PM,159819,62.54,62.54
23871571,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",06/23/2017 04:48:00 PM,1267243,76.83,76.83
11427832,AlbroPlaceAirportWay,"(47.547426, -122.314114)",01/06/2016 08:47:00 AM,890981,37.32,40.07
6562259,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",05/14/2015 12:46:00 PM,261989,63.31,55.94
15896253,AlbroPlaceAirportWay,"(47.547426, -122.314114)",05/04/2016 03:33:00 AM,1061967,70.76,56.19
23698377,AuroraBridge,"(47.643174, -122.347278)",06/19/2017 05:50:00 PM,2343066,75.5,65.12
30018059,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",02/26/2018 06:07:00 AM,1729009,32.97,33.12
28595891,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",12/13/2017 08:29:00 AM,1621151,37.37,41.84
23663019,AlbroPlaceAirportWay,"(47.547426, -122.314114)",06/19/2017 10:57:00 AM,1654250,72.04,63.16
14390147,SpokaneSwingBridge,"(47.571389, -122.351743)",02/24/2016 12:12:00 AM,1625863,47.77,53.38
16989279,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",07/25/2016 04:51:00 PM,787726,77.01,77.01
5839560,AlbroPlaceAirportWay,"(47.547426, -122.314114)",03/30/2015 08:00:00 PM,485514,70.76,60.32
27824110,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",11/10/2017 10:54:00 AM,1573776,45.78,48.02
31124517,SpokaneSwingBridge,"(47.571389, -122.351743)",04/06/2018 10:25:00 AM,2738096,56.08,55.67
9362047,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",10/09/2015 12:13:00 AM,474356,61.43,58.77
12143575,SpokaneSwingBridge,"(47.571389, -122.351743)",01/29/2016 02:37:00 AM,1588568,48.96,54.56
25967620,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",08/16/2017 12:32:00 PM,1344747,75.53,75.53
14962807,NE45StViaduct,"(47.66127, -122.301929)",03/10/2016 03:37:00 AM,1756173,48.57,55.13
8803595,SpokaneSwingBridge,"(47.571389, -122.351743)",09/09/2015 07:04:00 PM,1385015,71.24,72.65
30452216,NE45StViaduct,"(47.66127, -122.301929)",03/18/2018 12:32:00 PM,2819332,51.37,47.34
30760984,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",03/31/2018 05:51:00 AM,2816174,47.53,47.53
16590460,NE45StViaduct,"(47.66127, -122.301929)",06/24/2016 11:58:00 AM,1909255,68.61,61.38
22737480,JoseRizalBridgeNorth,"(47.59653, -122.317301)",06/11/2017 02:44:00 AM,2254426,66.71,57.91
30007458,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",02/25/2018 05:51:00 AM,2767274,39.03,39.03
17801923,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",09/13/2016 04:14:00 AM,964197,58.14,55.24
5543769,JoseRizalBridgeNorth,"(47.59653, -122.317301)",03/13/2015 02:19:00 PM,1072880,69.63,60.27
19705579,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",01/27/2017 09:31:00 PM,1162482,50.89,47.36
627173,SpokaneSwingBridge,"(47.571389, -122.351743)",05/04/2014 09:25:00 PM,675236,55.58,58.13
26827147,JoseRizalBridgeNorth,"(47.59653, -122.317301)",09/29/2017 11:47:00 AM,2413369,65.58,62.89
24763608,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",07/22/2017 03:55:00 PM,1415524,101.0,86.4
4002264,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",12/14/2014 09:06:00 PM,1084830,41.57,41.57
25730408,NE45StViaduct,"(47.66127, -122.301929)",08/10/2017 09:13:00 AM,2502369,77.54,70.61
329560,AlbroPlaceAirportWay,"(47.547426, -122.314114)",04/08/2014 12:26:00 PM,536615,70.02,60.2
27391493,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",10/18/2017 12:13:00 PM,1542022,54.09,54.36
16799616,SpokaneSwingBridge,"(47.571389, -122.351743)",07/10/2016 02:26:00 PM,1823937,90.5,73.3
20832423,MagnoliaBridge,"(47.633454, -122.387341)",04/10/2017 10:31:00 AM,2271329,53.0,46.6
5702696,NE45StViaduct,"(47.66127, -122.301929)",03/23/2015 07:56:00 AM,1248051,44.83,45.63
8655623,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",09/01/2015 05:01:00 AM,314696,65.51,65.51
15567979,AlbroPlaceAirportWay,"(47.547426, -122.314114)",04/14/2016 12:11:00 AM,1032965,58.15,52.5
5925798,SpokaneSwingBridge,"(47.571389, -122.351743)",04/05/2015 09:37:00 AM,1158368,49.4,47.99
26267655,JoseRizalBridgeNorth,"(47.59653, -122.317301)",09/05/2017 10:32:00 AM,2378734,81.0,76.35
4203099,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",12/29/2014 12:30:00 AM,65472,39.37,39.78
24546268,MagnoliaBridge,"(47.633454, -122.387341)",07/12/2017 09:03:00 AM,2405160,73.28,57.98
17838625,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",09/18/2016 01:21:00 AM,2010945,61.23,61.23
22680702,MagnoliaBridge,"(47.633454, -122.387341)",06/10/2017 05:56:00 AM,2358894,53.73,50.5
8143469,JoseRizalBridgeNorth,"(47.59653, -122.317301)",08/05/2015 02:54:00 PM,1281715,90.8,72.05
28894817,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",12/30/2017 08:38:00 PM,1647706,44.0,44.56
1721116,NE45StViaduct,"(47.66127, -122.301929)",06/04/2014 04:22:00 PM,828076,89.7,65.37
5636488,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",03/19/2015 05:29:00 AM,1220634,50.94,50.94
3340648,SpokaneSwingBridge,"(47.571389, -122.351743)",10/26/2014 10:16:00 AM,926567,52.33,51.97
28912214,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",01/01/2018 08:28:00 AM,1648510,30.04,32.39
28017617,SpokaneSwingBridge,"(47.571389, -122.351743)",11/21/2017 05:34:00 PM,2542745,49.0,50.81
23656242,NE45StViaduct,"(47.66127, -122.301929)",06/19/2017 08:52:00 AM,2427469,62.46,59.86
23888966,MagnoliaBridge,"(47.633454, -122.387341)",06/23/2017 04:30:00 PM,2378248,96.9,73.52
11536040,NE45StViaduct,"(47.66127, -122.301929)",01/07/2016 04:38:00 PM,1666234,43.62,43.2
30793349,NE45StViaduct,"(47.66127, -122.301929)",04/01/2018 03:14:00 PM,2839654,48.88,41.82
23900292,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",06/23/2017 10:47:00 PM,2412551,73.98,73.98
31084124,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",04/06/2018 06:19:00 AM,2824842,49.87,49.87
7353832,AuroraBridge,"(47.643174, -122.347278)",06/20/2015 11:40:00 PM,1375904,72.01,60.98
27519765,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",10/24/2017 03:26:00 AM,1443561,53.81,53.81
20439733,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",03/15/2017 12:15:00 PM,1229546,53.47,50.56
26491554,JoseRizalBridgeNorth,"(47.59653, -122.317301)",09/11/2017 09:09:00 PM,2388011,77.54,69.87
17446321,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",08/20/2016 04:46:00 PM,931737,101.1,81.1
5610663,MagnoliaBridge,"(47.633454, -122.387341)",03/17/2015 05:17:00 PM,1184534,56.32,52.33
19319161,NE45StViaduct,"(47.66127, -122.301929)",01/01/2017 01:37:00 PM,2184454,38.63,38.56
27856592,AuroraBridge,"(47.643174, -122.347278)",11/12/2017 11:31:00 PM,2553705,49.84,48.75
30472926,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",03/20/2018 01:14:00 AM,1761682,46.16,48.92
19167771,AlbroPlaceAirportWay,"(47.547426, -122.314114)",12/22/2016 10:29:00 AM,1396523,38.65,40.84
30998069,SpokaneSwingBridge,"(47.571389, -122.351743)",04/05/2018 05:19:00 AM,2736350,47.24,51.49
13792852,AlbroPlaceAirportWay,"(47.547426, -122.314114)",02/12/2016 08:54:00 AM,944268,51.97,53.08
28108735,AuroraBridge,"(47.643174, -122.347278)",11/28/2017 04:38:00 AM,2575612,45.99,46.81
21290143,AuroraBridge,"(47.643174, -122.347278)",05/06/2017 09:25:00 PM,2279921,60.76,50.21
6503682,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",05/12/2015 11:09:00 AM,260360,62.93,59.14
9909092,JoseRizalBridgeNorth,"(47.59653, -122.317301)",11/11/2015 05:13:00 AM,1422315,46.94,45.94
4821635,MagnoliaBridge,"(47.633454, -122.387341)",02/01/2015 03:49:00 PM,1121146,47.54,47.78
16040617,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",05/15/2016 01:49:00 AM,684584,64.08,64.08
11420927,SpokaneSwingBridge,"(47.571389, -122.351743)",01/06/2016 06:26:00 AM,1555677,40.71,46.33
21984062,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",05/30/2017 09:25:00 PM,1338188,61.36,55.89
8263890,AlbroPlaceAirportWay,"(47.547426, -122.314114)",08/12/2015 09:18:00 AM,679272,79.6,69.91
16310174,AuroraBridge,"(47.643174, -122.347278)",06/02/2016 03:27:00 PM,1874297,78.59,69.66
1702660,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",06/03/2014 01:50:00 AM,804254,67.0,67.0
31471517,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",04/11/2018 12:46:00 PM,2832429,53.19,53.19
6613227,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",05/16/2015 02:21:00 PM,266312,68.33,62.02
26371486,SpokaneSwingBridge,"(47.571389, -122.351743)",09/10/2017 07:20:00 PM,2439111,67.63,69.93
18568,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",03/14/2014 04:49:00 PM,707068,66.46,55.44
7831536,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",07/19/2015 05:41:00 AM,356604,73.89,66.69
12623850,MagnoliaBridge,"(47.633454, -122.387341)",02/09/2016 06:55:00 AM,1657733,42.77,43.1
8291787,AlbroPlaceAirportWay,"(47.547426, -122.314114)",08/14/2015 12:45:00 AM,681639,80.4,66.22
583639,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",04/28/2014 07:11:00 PM,753455,64.2,64.2
10661007,JoseRizalBridgeNorth,"(47.59653, -122.317301)",12/17/2015 10:03:00 PM,1475165,40.44,40.21
2713669,SpokaneSwingBridge,"(47.571389, -122.351743)",09/01/2014 04:13:00 AM,847004,63.75,67.45
25384368,SpokaneSwingBridge,"(47.571389, -122.351743)",08/04/2017 08:41:00 AM,2385192,78.71,79.88
16342543,AlbroPlaceAirportWay,"(47.547426, -122.314114)",06/05/2016 02:32:00 AM,1107986,79.23,70.16
13391009,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",02/11/2016 01:25:00 AM,654488,47.19,47.08
18061759,NE45StViaduct,"(47.66127, -122.301929)",10/03/2016 09:54:00 PM,2055291,60.05,54.76
12413734,AlbroPlaceAirportWay,"(47.547426, -122.314114)",02/05/2016 03:52:00 AM,933886,43.59,44.15
19939310,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",02/11/2017 07:30:00 AM,1076665,39.14,39.14
28358071,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",12/08/2017 05:11:00 AM,1508526,40.0,40.0
4251359,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",01/01/2015 09:03:00 AM,1110094,37.0,37.0
2690502,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",08/30/2014 02:46:00 AM,931104,68.47,68.47
24861734,JoseRizalBridgeNorth,"(47.59653, -122.317301)",07/26/2017 10:41:00 AM,2319703,83.8,63.06
8383326,JoseRizalBridgeNorth,"(47.59653, -122.317301)",08/18/2015 11:44:00 AM,1300245,88.4,75.59
12502383,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",02/07/2016 09:29:00 PM,651280,46.71,46.33
29482500,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",01/27/2018 11:40:00 AM,1687488,47.04,44.86
1924260,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",06/23/2014 04:37:00 AM,833295,64.82,64.82
12214257,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",01/31/2016 12:56:00 AM,1678340,42.95,42.95
19258957,NE45StViaduct,"(47.66127, -122.301929)",12/28/2016 12:08:00 PM,2178605,46.28,45.49
27820113,MagnoliaBridge,"(47.633454, -122.387341)",11/10/2017 09:49:00 AM,2579506,46.26,48.89
30769870,SpokaneSwingBridge,"(47.571389, -122.351743)",03/31/2018 02:17:00 PM,2729688,57.89,55.67
20805900,NE45StViaduct,"(47.66127, -122.301929)",04/09/2017 05:34:00 AM,2325031,41.81,40.64
28697649,AlbroPlaceAirportWay,"(47.547426, -122.314114)",12/20/2017 06:53:00 AM,1919021,-39.21,40.47
25970683,MagnoliaBridge,"(47.633454, -122.387341)",08/16/2017 12:39:00 PM,2455776,83.7,68.35
14241372,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",02/16/2016 05:58:00 PM,662681,57.9,52.7
30332717,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",03/14/2018 05:46:00 AM,1646741,48.65,48.65
24055089,AuroraBridge,"(47.643174, -122.347278)",06/29/2017 10:03:00 AM,2356999,70.35,64.05
16093922,SpokaneSwingBridge,"(47.571389, -122.351743)",05/19/2016 12:39:00 AM,1748230,62.57,67.52
12006692,HarborAveUpperNorthBridge,"(47.571695, -122.370873)",01/22/2016 03:48:00 AM,625831,48.37,48.95
26133990,AlaskanWayViaduct_KingSt,"(47.598438, -122.335612)",08/27/2017 12:43:00 PM,1467172,86.9,68.49
14138575,JoseRizalBridgeNorth,"(47.59653, -122.317301)",02/12/2016 06:10:00 PM,1557012,55.55,54.16
19016654,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",12/12/2016 12:53:00 PM,2134097,41.2,41.2
19186184,JoseRizalBridgeNorth,"(47.59653, -122.317301)",12/23/2016 03:13:00 PM,2010435,38.55,36.77
10844297,SpokaneSwingBridge,"(47.571389, -122.351743)",12/26/2015 11:44:00 PM,1540875,39.23,40.7
11941616,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",01/19/2016 03:08:00 PM,516963,43.57,43.57
13041384,RooseveltWay_NE80thSt,"(47.692098, -122.31765)",02/10/2016 06:41:00 PM,1693805,49.95,49.95
30459083,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",03/19/2018 05:44:00 AM,1653939,47.86,47.86
15394404,AuroraBridge,"(47.643174, -122.347278)",04/02/2016 06:22:00 PM,1788865,63.81,55.46
23825624,35thAveSW_SWMyrtleSt,"(47.53918, -122.37658)",06/22/2017 03:34:00 PM,1265729,72.86,72.86
24236325,AuroraBridge,"(47.643174, -122.347278)",07/03/2017 11:34:00 AM,2362850,67.99,60.73
28711817,SpokaneSwingBridge,"(47.571389, -122.351743)",12/21/2017 04:12:00 AM,2585143,33.32,41.3
